date,product_id,sales_volume,revenue
2016-10-04,2235d08138bfce7801a73463a3168ea5,1,149.9
2016-10-04,27051f70cfcbd63fec388f34e1f0d2a2,3,449.70000000000005
2016-10-04,29bedbfbe73ea473396306b4f0c010ec,2,179.8
2016-10-04,33430c5c1027d812b5c62f778e5ee7f7,1,32.49
2016-10-04,3410cbd7df2130ec3cb9300ef0fe3df1,1,71.0
2016-10-04,35084deab9603bbb6035bb8638b1df89,1,93.9
2016-10-04,35bd74b6319ba18ae4f30d8b54144fd2,1,39.9
2016-10-04,0f3c8906e5b08127d539956bc587074c,1,149.99
2016-10-04,3cacd5299c846cb08ae1e445fd78392b,1,57.9
2016-10-04,3c37a8a5d5ef2eca9d5e6ccf39673031,1,199.99
2016-10-04,4fee671ea459ebc96546523917e254a5,2,1899.98
2016-10-04,5691a536d459e5cb326b7bedce928067,1,299.99
2016-10-04,4c7d4a2efde21e3bf1660926fabc6a9d,1,57.0
2016-10-04,48a12f318432c4b6a1fdfd5d79372e66,1,79.9
2016-10-04,4e0946aebc8e1d7521219ec1e7380aed,1,128.9
2016-10-04,44377a26f7c80dbf0a9b2b300604e6bf,2,199.8
2016-10-04,43bb8825dd6838251606e5e4130cfff4,2,47.8
2016-10-04,3ff81cd0e0861e991bb0106c03c113ca,1,379.9
2016-10-04,3d37da85f5e66558333fb5daee494736,1,69.9
2016-10-04,473795a355d29305c3ea6b156833adf5,2,119.8
2016-10-05,b73f6899a58fe7a37e55149e9a11c717,1,86.99
2016-10-05,a5c3ddb1a400f50d1cf7138727aec136,1,128.9
2016-10-05,ace91f88d635b9e5563e36cc0a0a8f09,1,14.9
2016-10-05,ad5396bf96af6ede77130e54ad266c61,1,22.37
2016-10-05,af667947a84d9ff9d326b60ab75d1ae2,2,79.8
2016-10-05,b3b0bce74668bf355cbd94db1e4d17b9,1,24.99
2016-10-05,bab7ff9abbcc13690a62d015f2ca8e44,1,75.0
2016-10-05,ecac086eca2f806295b1f43b4f6ca119,1,54.9
2016-10-05,c006d1427332464b79808bd9dfaec943,1,22.37
2016-10-05,cfd43c5e600d45ac029357406b05dd82,4,599.6
2016-10-05,d9894482fba41f536a273ba2276d951f,6,467.40000000000003
2016-10-05,eba7488e1c67729f045ab43fac426f2e,2,499.8
2016-10-05,f07ef9dd6e2d9a366ff30a25e210be70,1,149.99
2016-10-05,f6fe388c9bfc145a2790437f1e4888d9,1,24.9
2016-10-05,fb01a5fc09b9b9563c2ee41a22f07d54,1,629.9
2016-10-05,98cd3776d33bddd0ebf8ad8b4732d1b4,1,22.37
2016-10-05,bf128b5dced56e2ec0391179eb70443d,1,329.99
2016-10-05,9805b37a2e4983fb5dbb5c8168590c44,1,89.9
2016-10-05,660422061e06da17ca6101e9d6b7aae8,1,649.0
2016-10-05,7ed8c74b7ad2f1790a24a24c071da537,1,119.99
2016-10-05,8f1e43e0e3374ed8c84df748034d6179,1,59.9
2016-10-05,0534940d69bf94dc61c0e722b4168235,1,22.9
2016-10-05,0fc6914383c2bea767a9562c9d8b43a1,1,43.89
2016-10-05,1178e5819b87e4a8846d636e39df026b,1,49.99
2016-10-05,2636a9812d151c718b53387171ce08be,2,61.94
2016-10-05,33e0cfd1cd80a0491da068d7a7f93ff8,1,169.9
2016-10-05,382d28bfa85a9857cd10bfdb1b8b7f80,1,248.0
2016-10-05,407e01944d78001dbd21da4c2059b8dc,1,29.9
2016-10-05,1dc6a19ea34c75792743abebd47309d3,1,101.9
2016-10-05,473795a355d29305c3ea6b156833adf5,1,59.9
2016-10-05,4632bc49b300378ed4f1d48f424d414e,1,294.9
2016-10-05,5cd07c84a1c25575ac2fc3fa73f1d952,1,629.9
2016-10-05,5c75915e4a74994308fe805cdbfbf5f5,1,10.0
2016-10-05,72bf8fd8b4596a7fa2c2cfab031204ed,1,19.9
2016-10-05,57d9a5d185e8254383504f57c4b8ddcc,1,14.9
2016-10-05,4e0946aebc8e1d7521219ec1e7380aed,1,128.9
2016-10-05,5b8423dc7f23089c9c59c5d140eb5a1c,1,129.99
2016-10-06,bd3024f7222c241a5e112251621397cb,1,18.9
2016-10-06,9d86a51639004c70d7b6037f43ecc070,1,139.99
2016-10-06,a10553a1882cc51b8910c246613fb0b0,1,59.9
2016-10-06,a671b5c0b737258c5a3262826e3dd9c5,1,99.9
2016-10-06,a6b32d26b9f925954b1cd8339f664a6a,1,39.9
2016-10-06,a760ef0bb70c954d79e62ec6023d380c,1,69.9
2016-10-06,aafec8ef0f0e7bf2f2b811450df61818,2,49.8
2016-10-06,bb0697bdc552a255c992d331ca09afe3,1,79.99
2016-10-06,c2c503e76e239d461b3e92222f6b49c5,1,41.99
2016-10-06,f9bb291280bceedf7840b89e1e75b89c,1,39.99
2016-10-06,cf1d8e226162a1d0ad61f29b7ed72d82,1,48.0
2016-10-06,d38b73f9519632415b56acb83abc77fa,2,399.8
2016-10-06,e96867993d08fadbc6f828871885f897,1,279.9
2016-10-06,e9b3cf27d68caa64832c4a7c460abcb9,1,177.9
2016-10-06,eba7488e1c67729f045ab43fac426f2e,3,749.7
2016-10-06,f3dd572f31692bb5b6ab21d2af0673b1,1,136.9
2016-10-06,f422d0d9f8b5f7c27289382b14b61248,1,69.99
2016-10-06,990ecadcf56234a68b3a0af8d01c0d8a,1,59.9
2016-10-06,c66d6e9a7e915171e7e3102f9afee78c,1,88.0
2016-10-06,95c40b993a22463c83beb5c51a03d46c,1,20.9
2016-10-06,027cdd14a677a5834bc67a9789db5021,1,89.9
2016-10-06,8bff0b13faf092077c3bba691c07ff16,1,109.99
2016-10-06,09b590ada623ecf66329917ea4731957,1,649.17
2016-10-06,0b230f10ac2cfc4c831b825bf31a5de2,1,109.9
2016-10-06,10dd77710da08ea43018cb3b4cedff92,1,44.9
2016-10-06,12715d8bb61f9c2c26219377d9737584,1,107.99
2016-10-06,152153cc85a6e47325494a479a93fc4b,1,29.9
2016-10-06,1949890685a12526806e9463ba1a3964,1,25.9
2016-10-06,1c1baeabe25824c8c22b511643852906,1,40.9
2016-10-06,21fb5057dd6a737df6851a7ab7a130da,1,49.0
2016-10-06,2929be0cb603321a26091c3f376d52df,1,79.9
2016-10-06,8d3995daf4103cf13ff5400bf66c1587,1,39.9
2016-10-06,33ec1056063990a554e2e2cd85219de5,1,59.9
2016-10-06,3e8a0f0a4389aa563b110eab167d99d4,1,159.9
2016-10-06,4e0946aebc8e1d7521219ec1e7380aed,1,128.9
2016-10-06,508d48ea59be64138f0015d2cb9c75e7,2,99.98
2016-10-06,545085671b9f2d7d2e1a9110b15d838c,1,633.0
2016-10-06,6aeed495dcb87dd06532f70dea6ebb5a,2,119.8
2016-10-06,6c0d548acd149f30331671548dda66e8,1,89.9
2016-10-06,8b2a1e0d2ee4fa00cd00519b7881203a,1,499.99
2016-10-06,2c818013dbc95f5cd2d6a393a31813e0,1,49.99
2016-10-07,b11456f416365fcb044ae90260691ccd,1,79.9
2016-10-07,abba22ec8f8647474e51e996d74da8e7,1,269.9
2016-10-07,a07f07c939807b4c970452eb30a130e6,1,249.0
2016-10-07,a819714dd23a6ac18b1be2b13686017b,1,51.5
2016-10-07,a694f2632fae82ef419fd71587103dc9,1,138.0
2016-10-07,bcaa4355b2521984b94978febf3f2b10,1,39.99
2016-10-07,aad225c687cc75ba1148d41f2ce414c2,1,18.9
2016-10-07,c50663262403f916d58303c231e7ed3a,1,73.35
2016-10-07,db7a58cce179f80f562fb714ceee9319,2,199.8
2016-10-07,d0b92134fa97a1ead038775a821847ea,1,29.99
2016-10-07,d5448c89ef7dc8228e12ae75e180ba74,1,18.9
2016-10-07,d5f4f441812a9a67cf8fa6d6019192c8,1,174.9
2016-10-07,e00d2c49504aeaf7acdc9ff7cf8a6107,2,499.98
2016-10-07,e41a6ac2f57a273eb0d214c7cbab5db9,1,129.97
2016-10-07,e9eebb8e8ba0fadb9020f8ba1c003b48,1,349.9
2016-10-07,ecf23a6c1689e2bed38171ececac6138,3,329.70000000000005
2016-10-07,a063b454bac19ab435a4594bab9b9eed,1,379.98
2016-10-07,c66def7098f4d87751f40c3a4855ced1,1,99.99
2016-10-07,f0f3c686ec837b27ec9da08762d85317,1,49.99
2016-10-07,989fd236458b9c0410bc6e1cf23cde4d,1,49.0
2016-10-07,8bc9dee0f2da0b7ad43095be7ad8414f,1,399.0
2016-10-07,9805b37a2e4983fb5dbb5c8168590c44,1,89.9
2016-10-07,05fca08b4d54ab5d1d371db7d5534136,1,161.55
2016-10-07,21fb5057dd6a737df6851a7ab7a130da,1,49.0
2016-10-07,2636a9812d151c718b53387171ce08be,1,30.97
2016-10-07,34239894e175b17d8c84edc6c73b4dad,1,27.9
2016-10-07,4c72e6d081c8a1b5430351d015eb86ba,1,193.8
2016-10-07,4e0946aebc8e1d7521219ec1e7380aed,1,128.9
2016-10-07,4e77e23d6c2215228d4ab312c0b8d405,1,32.9
2016-10-07,3d37da85f5e66558333fb5daee494736,1,69.9
2016-10-07,525a5744fb5d26e4035d0610446900c5,1,58.0
2016-10-07,5e57a146ccdca976190821a00a059ebf,1,339.9
2016-10-07,636f5be2cd52da4047bb73b7b15329e3,1,132.0
2016-10-07,6e2c62713ec17c681eacdf653dddb4e5,1,590.0
2016-10-07,79938780eb7ffb7289f59a9a283bc06b,1,59.9
2016-10-07,896a64a7f34cdfef2c60ce59fa2a148f,3,134.7
2016-10-07,8a8ffceebd3e62e6b982760275d38128,1,131.99
2016-10-07,5008f57a319af1670091cd1d64656910,1,212.4
2016-10-08,c29a770821480abc0e0150220a24e7cc,1,49.9
2016-10-08,8814a3da37fb9673a5ac06f82a2a00a9,2,119.8
2016-10-08,9805b37a2e4983fb5dbb5c8168590c44,2,179.8
2016-10-08,9c7bdf67b06b419aefb93cfdfc96c55d,1,21.5
2016-10-08,9fe172fa8e662ca8572cf12abf8bce23,1,49.9
2016-10-08,b864b103180d5a6a3f830e67f93e8735,1,83.9
2016-10-08,bfe05de8c1ac3259ae43ada77182d840,1,210.0
2016-10-08,c351fada6ffa67ee3876b1cc568a90b0,1,49.99
2016-10-08,fd8a5b9a8a79d7ba0739d69be5dc5aa1,1,1399.0
2016-10-08,cac8035fdb858496d8e1b60ba8907d24,1,949.99
2016-10-08,d26580768894ea0cdc9f19dc672956c2,1,169.99
2016-10-08,d38001d747d4cd832d1ceb2c2d3ca15d,1,17.8
2016-10-08,e12685e3aebb14bb04c2b22992de81cd,1,399.99
2016-10-08,ec1600d8f15b93ce3e402f522696a18c,1,389.0
2016-10-08,f3412532ea4da687eaa6943639812bc3,1,134.9
2016-10-08,fb21cbf5cf37c8282a583cf8b6e770dc,1,75.9
2016-10-08,7cd29da0653abeb444703cc5a957f479,1,49.9
2016-10-08,c62dee961914cc2e49239963b04258ec,1,689.99
2016-10-08,6c32e1f7898b6a905ee6ccf087461abd,1,129.99
2016-10-08,269e87010f6d5e57015a90b00983e334,1,35.0
2016-10-08,661e3bba6bdb874638367462b49ae590,1,15.9
2016-10-08,0ab80f38a21093b448518f68efe82c24,1,19.9
2016-10-08,0fc6914383c2bea767a9562c9d8b43a1,1,43.89
2016-10-08,1097d069f21f90425a11bb3293ca1d87,1,119.99
2016-10-08,1dcff375b928a1807562ea4a895a8046,1,74.9
2016-10-08,21fb5057dd6a737df6851a7ab7a130da,2,98.0
2016-10-08,2b50a33b93e3b489f648b9166a62e13d,1,59.9
2016-10-08,2ef9d434efcd0544c16be36a03c7652a,1,299.9
2016-10-08,36696562bef043d7e07305d62baf5ca7,1,159.9
2016-10-08,6c0163ecd7df58f4240f9a83ca6079c7,1,119.9
2016-10-08,42d2add84cc80443a8128adc87b6a958,1,299.9
2016-10-08,473795a355d29305c3ea6b156833adf5,1,59.9
2016-10-08,3c980d4656c6379e6dfd704a2cc48a88,1,249.99
2016-10-08,50908a7240199b240e6d857e740cafd8,1,239.9
2016-10-08,52b668edc0d0c20cd9319bfda4019597,1,59.9
2016-10-08,5a6b04657a4c5ee34285d1e4619a96b4,1,54.99
2016-10-08,5e57a146ccdca976190821a00a059ebf,1,339.9
2016-10-08,5e80fe2cee2f6de9a494047ed35a2fe3,1,69.99
2016-10-09,8ed9e6b1cbb80b223b70376a8659bee0,1,47.4
2016-10-09,a8fe47ad6f852f93cc92c7b408687de3,1,62.9
2016-10-09,c66def7098f4d87751f40c3a4855ced1,1,99.99
2016-10-09,cd2c03056720c7de4d6a59c1167bdee0,1,79.9
2016-10-09,e7f5908a3c9844728d24e3322254b109,1,39.9
2016-10-09,d0ae5110da1575c15853f122de459f4b,1,90.0
2016-10-09,e41a6ac2f57a273eb0d214c7cbab5db9,1,129.97
2016-10-09,895fc53d66ecb6c1afc40138dbc2a73c,1,29.9
2016-10-09,cf78006a2a6b0429b9663edd99bb38f9,1,299.99
2016-10-09,87ecdbf76c33c8f2dabc40eeb821dc6b,1,72.9
2016-10-09,bcaa4355b2521984b94978febf3f2b10,1,39.99
2016-10-09,7e7e1af4ab49963c6e1245b2dbd8f492,1,44.99
2016-10-09,838944cf86ccee50e01a52fba21cf29b,1,56.0
2016-10-09,0980718a7bdcf89f5848b202b6394965,1,79.99
2016-10-09,1d9c26a3cc1a9a167955e3922b597210,1,11.9
2016-10-09,2d78dc9b1f4a5d1ceb28287b82d85b86,1,39.9
2016-10-09,4a90b44b456e79e7a33435fdd36e551f,1,380.0
2016-10-09,269e87010f6d5e57015a90b00983e334,1,35.0
2016-10-09,65bb78cf0bbc3ca6406f30e6793736f9,3,119.69999999999999
2016-10-09,69faf0d53eb73597d6cfd50175901a56,1,29.9
2016-10-09,7721582bb750762d81850267d19881c1,3,59.489999999999995
2016-10-09,4af813a3e5bc89370ef80fe126542076,1,549.99
2016-10-10,a25d948ddec359c8d80978d139a4db83,1,279.9
2016-10-10,c42500bc89ec2aab54ff83f7c31b8773,1,19.9
2016-10-10,afad7a4420a4348d41da23ed8d0902dd,1,59.9
2016-10-10,bdcec8e22b04a8f4241d87bcfe9ea877,3,86.69999999999999
2016-10-10,bdfe450775bde583b7abb5698f1bd6e2,1,131.0
2016-10-10,c1488892604e4ba5cff5b4eb4d595400,1,39.99
2016-10-10,c57d1d566402540eb9be608112ced702,1,49.0
2016-10-10,de6517dda8e49774f58c07f80abc8d7a,1,69.0
2016-10-10,f436a5130457df6b73cdb2c12a90ea2b,1,169.9
2016-10-10,d984b9203bd56960bbdda0bb7f05f781,1,24.9
2016-10-10,dd6a505f83dd3c6326aa9856519e0978,1,49.9
2016-10-10,ddc50b859563aa0b3d663559f3696690,1,176.97
2016-10-10,e338f548cda0b52650b9acfd317a74db,1,54.9
2016-10-10,f27f3e8b4b3836e4d6cd756dfb83e750,1,39.99
2016-10-10,92ee7c820f6eb0c532ecd94508e3cc29,1,24.99
2016-10-10,d32c445df9d36f1cdfc915ed14ee44cd,1,65.9
2016-10-10,8b39be5bbb8a4585ed19cacbf4162c27,1,49.9
2016-10-10,5c12fb778168a77e3ffc8d7dd7a689fd,1,16.9
2016-10-10,83a26c42a5f94b7456425cd0cd20daf8,1,94.99
2016-10-10,1da5a90b5fbd1e1bc37b7bbb999c7bd3,1,45.89
2016-10-10,8a90417eb713be09fd87a5d077ae06a2,1,49.99
2016-10-10,44377a26f7c80dbf0a9b2b300604e6bf,1,99.9
2016-10-10,571e2f5577f9e5ac24fc2a1daee8924d,1,739.98
2016-10-10,57e5c7033739b88d673eba67e9cf9376,1,29.9
2016-10-10,5cca824e6a0eebe738c8a6381d0d9349,1,19.0
2016-10-10,33fac76e7f17367dedaef7954bbb33b4,1,72.0
2016-10-10,6d2928252aa5ba6a5fc439571dd0d748,1,58.0
2016-10-10,6b2c1aa8429875eb5ade006973f8bad8,1,6.0
2016-10-10,7a18f72d8f0acfbd60eea36f2644ce8e,1,79.9
2016-10-10,79938780eb7ffb7289f59a9a283bc06b,2,119.8
2016-10-10,2504bf725d7aa06820b73b85c5ca6653,1,32.99
2016-10-10,707e0fe138efb7009e1cd32efe19ce83,1,161.99
2016-10-10,6dab56beb5263f0d554cae5c55809208,1,39.7
2016-10-10,77cad52aa444e612b99517bebbb4abb2,1,99.9
2016-12-23,f5d8f4fbc70ca2a0038b9a0010ed5cb0,1,10.9
2017-01-05,b931645cdc2d9868f01544e8db63f5ab,1,65.0
2017-01-05,f5d8f4fbc70ca2a0038b9a0010ed5cb0,9,98.10000000000001
2017-01-05,e500a9395078ba5b59387db0dbee0063,2,19.8
2017-01-05,db9c09ef2fa2590a7ca12480603396aa,1,9.9
2017-01-05,d8c365a069853295a82caf595c2c8c8d,4,39.6
2017-01-05,c0d4027067afcf9c1697cce981b8fed6,1,7.9
2017-01-05,bc33268e0ab8b9c13207af78f8a62b75,1,11.9
2017-01-05,baddee1245c9736a49167f66e0912b0d,1,11.9
2017-01-05,743801b34cc44776de511ba8eff778e2,2,19.8
2017-01-05,6c04a068e5ab37749c980c42a036b9e3,2,21.8
2017-01-05,680cc8535be7cc69544238c1d6a83fe8,1,2.9
2017-01-05,55ba658d5c2f0b1f118f98c36fe3fa04,1,8.9
2017-01-05,49e142d8098b20ff2dc9ec73cdd5afec,1,34.9
2017-01-05,2797d3826d386bfda4f347a378b89f4d,1,9.9
2017-01-05,1514ddb0f4a5afc8d24104e89c714403,1,9.9
2017-01-05,036bcd084feae22f3a997f5080ec30df,2,13.8
2017-01-05,7ead55b1f52de17d6dac82001470b2a2,1,10.9
2017-01-06,b68cf84ede4fd1e14b1740de5b727d55,1,636.0
2017-01-06,27066995b777fb84dbcb25961fd6d007,1,159.99
2017-01-06,06ead9c0b05b368667d858c09148af03,1,109.9
2017-01-06,1a2d84c11fbc7b3d7c0a10206c085ce5,1,10.49
2017-01-07,368343a35b2e888dae4f3f831d22437a,1,149.0
2017-01-07,3889a02f55ae9a5e5e321c4a4d2eee64,1,34.9
2017-01-07,9fc063fd34fed29ccc57b7f8e8d03388,1,370.0
2017-01-07,d12a5178024ccefb3582170a9ab45a0d,2,798.0
2017-01-08,76265fc5cc76fc5f09534fb307605c10,1,239.9
2017-01-08,913580fde3e72c3b3e4ce0b79963bee6,1,10.99
2017-01-08,a25a9e3433043fb8a0808f310d8d8203,1,129.99
2017-01-08,afbe1e973aefbf72a330e3bc72d4b476,1,68.9
2017-01-09,c1488892604e4ba5cff5b4eb4d595400,2,77.0
2017-01-09,c0d4027067afcf9c1697cce981b8fed6,1,7.9
2017-01-09,ab4d426852a7cd31cef3270bfab3bcdd,1,109.9
2017-01-09,8a330ba3cd34d650c45bce0fc21771ac,1,349.99
2017-01-09,6d811b6e8cada9a8f7f38bb315620e1b,1,129.0
2017-01-10,20090bcd0d43eb49feb63d53d387780b,1,176.0
2017-01-10,20e37962088a4061d3578def47a8648b,1,64.9
2017-01-10,4a90b44b456e79e7a33435fdd36e551f,1,380.0
2017-01-10,61984b4164968929229a5bed244e353d,1,48.9
2017-01-10,7fd93eccaf2d461cb6bc4bbd1aa91f1a,1,699.17
2017-01-10,b74d57e3377dd78aace6d070fc48cc88,1,65.9
2017-01-11,fdcd8c17805ad801a924cf11272a2834,1,209.9
2017-01-11,cef211702e18d39ca1a4b6d2d6580c0d,1,97.99
2017-01-11,adcfd260203f2ab192f83edb46d0f83f,1,17.5
2017-01-11,913580fde3e72c3b3e4ce0b79963bee6,1,10.99
2017-01-11,5b8423dc7f23089c9c59c5d140eb5a1c,1,129.99
2017-01-11,4a90b44b456e79e7a33435fdd36e551f,3,1140.0
2017-01-11,441571d37eb4c02c1686c4a2cff8a8e5,1,119.9
2017-01-11,77f70ac9f5426624db4fb65c4f1195b8,1,129.0
2017-01-12,9fa0c72476690fbc66bcacc498fe7fd6,2,79.8
2017-01-12,e3ffa5b25f4a372e7ccf597b6ceb6c90,1,59.9
2017-01-12,fe7976532777922f0d60261e75f7ad36,1,10.49
2017-01-12,be7815756efd025355c3e09139c3f2ac,1,184.9
2017-01-12,9ff668529410eefd5bca723acb4834c1,1,99.9
2017-01-12,89c111575a1b19782a2e660eff07dd8a,1,33.9
2017-01-12,0ab80f38a21093b448518f68efe82c24,1,19.9
2017-01-12,5c15e8f223a8bf0d7858c403ddc1b0ed,1,59.9
2017-01-12,424471a68d6b1ae4a53d39723e6981d3,1,377.0
2017-01-12,3a70556370b28da113dfdd18d2da5413,1,59.9
2017-01-12,05fca08b4d54ab5d1d371db7d5534136,2,323.1
2017-01-12,84c6e1fb0400fb720bfd40e3396e9044,1,169.9
2017-01-13,c7084bc72369a57c93c6edaf0b60b235,1,189.99
2017-01-13,777d2e438a1b645f3aec9bd57e92672c,1,69.9
2017-01-13,664e6b2966fbf2ba213de566c311cd58,1,279.0
2017-01-13,53bd0c908c6ab820c9828763348728ef,1,69.9
2017-01-13,30469bb5ea377eae7121981e2f0778e4,1,113.0
2017-01-13,21fd3b391a97c2fedab9d0efdd183a93,1,498.99
2017-01-13,0ec63d4c614fff936b02b10d242bf955,1,89.9
2017-01-13,4a90b44b456e79e7a33435fdd36e551f,3,1140.0
2017-01-14,a2a90c1a0501c5148928da33b033dee8,1,59.9
2017-01-14,e4e9fa024c5f014419b395452a41987c,1,99.9
2017-01-14,d05d900323cc6f68c3de5ad56d8d63e3,1,83.5
2017-01-14,cce61e7ab409679afd6ba99a47349582,1,29.9
2017-01-14,c1488892604e4ba5cff5b4eb4d595400,1,38.5
2017-01-14,f32af0a8b0bcb05b60f05e8907ad8866,1,29.9
2017-01-14,913580fde3e72c3b3e4ce0b79963bee6,1,10.99
2017-01-14,39e96bf755a2107369e9e9654476d831,1,89.9
2017-01-14,68bfdbfe84f03af17733b10362f10020,1,45.0
2017-01-14,5538ed283fd2d0e2a1151507e1cbd59c,1,28.0
2017-01-14,389d38a555287ebf3413ce43392cf007,2,69.8
2017-01-14,2b5bed5ddd304876b5d0c3eca2b6cbce,1,89.9
2017-01-14,1db2dfac4f8c0a4499f94838b3ee0628,1,66.9
2017-01-14,06ead9c0b05b368667d858c09148af03,1,109.9
2017-01-14,8694f037a1ff62c5b61939eb818e43ab,1,24.9
2017-01-15,b0364648b1c062169015d9234d97d306,1,183.9
2017-01-15,fe7976532777922f0d60261e75f7ad36,2,20.98
2017-01-15,e07fbd0969dcddca941b8c4adec498b1,1,38.9
2017-01-15,d5889e40a08a57aff04de227408ed197,2,77.0
2017-01-15,d54a7e69c3102b38b13952aeae0bc8f3,1,19.9
2017-01-15,b7b7c5293e270682d3f343c31355c52a,1,149.9
2017-01-15,b6f9abef16fdfec89e4f3675f6627dca,1,19.9
2017-01-15,ace5d86cf1ac63cdb76f49e5cd23d2f8,1,50.9
2017-01-15,7e441b33f896ba519d58063f4c714bef,1,19.9
2017-01-15,00be617b58175bf207fd35910d5097a4,1,48.9
2017-01-15,6cdd53843498f92890544667809f1595,1,349.9
2017-01-15,67f9d01bcd84e2229ba6f8a75b635b40,1,19.9
2017-01-15,4a90b44b456e79e7a33435fdd36e551f,2,760.0
2017-01-15,2a763f02c6a7a8ab7c1be0460ff891d0,1,149.9
2017-01-15,1f1354b0aa934e7ad75546467a6d028b,1,19.9
2017-01-15,17469cd3d2559b93669a813860296b8e,1,159.9
2017-01-15,0e92dcf7b03df1de4e9349af065f8e63,1,19.9
2017-01-15,6fdfdddfa3c98723386e5fab78e87be3,1,89.99
2017-01-16,bc2d6310e5cbd60facb2f9c8d9471597,1,629.0
2017-01-16,c384df04227582c085d6524937a3768a,1,345.0
2017-01-16,ca38c039b717207dec906f4fa9a21db7,2,349.98
2017-01-16,b4f9530c931398e215242293c2c8ba4c,2,90.0
2017-01-16,f07ef9dd6e2d9a366ff30a25e210be70,1,137.99
2017-01-16,f0af7ec9760e53f21277444f32ee3308,4,399.6
2017-01-16,a5f6ba3fe91a2e73f10b612131cb2404,1,39.0
2017-01-16,dbd024d4182504993ad1e3cd2ee9d9e9,1,29.4
2017-01-16,a07d0595ac61dcdd44214f0426431c9b,1,29.9
2017-01-16,913580fde3e72c3b3e4ce0b79963bee6,1,10.99
2017-01-16,77b433708de78b6f08c64d3cb465ad8c,1,14.97
2017-01-16,6df665a20caa80a66804f836165bbf36,1,595.99
2017-01-16,6b119e825230e877b98f89b47081bc52,1,49.9
2017-01-16,561e48cdfacd14e7cfe67aa4ebd0caea,1,74.5
2017-01-16,5538ed283fd2d0e2a1151507e1cbd59c,1,28.0
2017-01-16,07c055536ebf10dfbb6c6db6dbfc36e5,1,45.9
2017-01-16,06e73ddcb54620a36bfdb2e073c4dc40,1,34.9
2017-01-16,9fc063fd34fed29ccc57b7f8e8d03388,1,370.0
2017-01-17,eb6b6f708fb1a57720d0734f30c3b31e,1,159.9
2017-01-17,cd23f8469a90c62d99eb9bf8ad74fed1,1,290.0
2017-01-17,d36c8237f8a0a889aa9d6ac7816097e3,1,169.0
2017-01-17,d51e0a7f437c0d14f560082ed007fd85,1,8.9
2017-01-17,e1772099adc6b03202a50a2aae5efb0c,1,45.9
2017-01-17,eb7172d8a3c64298d2d767f6603c231e,2,89.9
2017-01-17,ebb4faacc3b7ade065ff47901900c4e7,4,180.0
2017-01-17,f58bb9f12b0ca10029de2df4585a353f,1,89.99
